date,region,price
2008-12-15,West Coast,1.82
2008-12-22,Central Atlantic,1.781
2008-12-22,"Cleveland, OH",1.638
2008-12-22,Colorado,1.571
2008-12-22,"Denver, CO",1.539
2008-12-22,East Coast,1.674
2008-12-22,Florida,1.684
2008-12-22,Gulf Coast,1.563
2008-12-22,Lower Atlantic,1.635
2008-12-22,"Miami, FL",1.798
2008-12-22,Midwest,1.614
2008-12-22,Minnesota,1.638
2008-12-22,New England,1.752
2008-12-22,New York,1.842
2008-12-22,Ohio,1.608
2008-12-22,Rocky Mountain,1.525
2008-12-22,"Seattle, WA",1.805
2008-12-22,Texas,1.566
2008-12-22,U.S. Average,1.635
2008-12-22,Washington,1.784
2008-12-22,West Coast,1.817
2008-12-29,Central Atlantic,1.741
2008-12-29,"Cleveland, OH",1.605
2008-12-29,Colorado,1.535
2008-12-29,"Denver, CO",1.506
2008-12-29,East Coast,1.634
2008-12-29,Florida,1.647
2008-12-29,Gulf Coast,1.508
2008-12-29,Lower Atlantic,1.596
2008-12-29,"Miami, FL",1.764
2008-12-29,Midwest,1.56
2008-12-29,Minnesota,1.575
2008-12-29,New England,1.696
2008-12-29,New York,1.799
2008-12-29,Ohio,1.551
2008-12-29,Rocky Mountain,1.506
2008-12-29,"Seattle, WA",1.812
2008-12-29,Texas,1.501
2008-12-29,U.S. Average,1.59
2008-12-29,Washington,1.788
2008-12-29,West Coast,1.811
2009-01-05,Central Atlantic,1.731
2009-01-05,"Cleveland, OH",1.842
2009-01-05,Colorado,1.493
2009-01-05,"Denver, CO",1.468
2009-01-05,East Coast,1.65
2009-01-05,Florida,1.679
2009-01-05,Gulf Coast,1.563
2009-01-05,Lower Atlantic,1.621
2009-01-05,"Miami, FL",1.785
2009-01-05,Midwest,1.723
2009-01-05,Minnesota,1.696
2009-01-05,New England,1.708
2009-01-05,New York,1.794
2009-01-05,Ohio,1.822
2009-01-05,Rocky Mountain,1.495
2009-01-05,"Seattle, WA",1.874
2009-01-05,Texas,1.559
2009-01-05,U.S. Average,1.672
2009-01-05,Washington,1.845
2009-01-05,West Coast,1.858
2009-01-12,Central Atlantic,1.82
2009-01-12,"Cleveland, OH",1.917
2009-01-12,Colorado,1.547
2009-01-12,"Denver, CO",1.533
2009-01-12,East Coast,1.771
2009-01-12,Florida,1.814
2009-01-12,Gulf Coast,1.662
2009-01-12,Lower Atlantic,1.754
2009-01-12,"Miami, FL",1.878
2009-01-12,Midwest,1.816
2009-01-12,Minnesota,1.81
2009-01-12,New England,1.797
2009-01-12,New York,1.902
2009-01-12,Ohio,1.906
2009-01-12,Rocky Mountain,1.563
2009-01-12,"Seattle, WA",1.985
2009-01-12,Texas,1.642
2009-01-12,U.S. Average,1.772
2009-01-12,Washington,1.941
2009-01-12,West Coast,1.939
2009-01-19,Central Atlantic,1.883
2009-01-19,"Cleveland, OH",1.911
2009-01-19,Colorado,1.628
2009-01-19,"Denver, CO",1.612
2009-01-19,East Coast,1.833
2009-01-19,Florida,1.879
2009-01-19,Gulf Coast,1.742
2009-01-19,Lower Atlantic,1.816
2009-01-19,"Miami, FL",1.974
2009-01-19,Midwest,1.866
2009-01-19,Minnesota,1.858
2009-01-19,New England,1.862
2009-01-19,New York,1.932
2009-01-19,Ohio,1.916
2009-01-19,Rocky Mountain,1.607
2009-01-19,"Seattle, WA",2.055
2009-01-19,Texas,1.726
2009-01-19,U.S. Average,1.832
2009-01-19,Washington,1.996
2009-01-19,West Coast,2.003
2009-01-26,Central Atlantic,1.897
2009-01-26,"Cleveland, OH",1.841
2009-01-26,Colorado,1.689
2009-01-26,"Denver, CO",1.674
2009-01-26,East Coast,1.833
2009-01-26,Florida,1.879
2009-01-26,Gulf Coast,1.738
2009-01-26,Lower Atlantic,1.81
2009-01-26,"Miami, FL",1.978
2009-01-26,Midwest,1.812
2009-01-26,Minnesota,1.808
2009-01-26,New England,1.875
2009-01-26,New York,1.94
2009-01-26,Ohio,1.822
2009-01-26,Rocky Mountain,1.644
2009-01-26,"Seattle, WA",2.052
2009-01-26,Texas,1.72
2009-01-26,U.S. Average,1.813
2009-01-26,Washington,2.002
2009-01-26,West Coast,2.021
2009-02-02,Central Atlantic,1.96
2009-02-02,"Cleveland, OH",1.817
2009-02-02,Colorado,1.772
2009-02-02,"Denver, CO",1.759
2009-02-02,East Coast,1.894
2009-02-02,Florida,1.921
2009-02-02,Gulf Coast,1.81
2009-02-02,Lower Atlantic,1.871
2009-02-02,"Miami, FL",2.027
2009-02-02,Midwest,1.863
2009-02-02,Minnesota,1.871
2009-02-02,New England,1.93
2009-02-02,New York,2.028
2009-02-02,Ohio,1.844
2009-02-02,Rocky Mountain,1.712
2009-02-02,"Seattle, WA",2.056
2009-02-02,Texas,1.791
2009-02-02,U.S. Average,1.871
2009-02-02,Washington,2.032
2009-02-02,West Coast,2.056
2009-02-09,Central Atlantic,2.006
2009-02-09,"Cleveland, OH",1.786
2009-02-09,Colorado,1.831
2009-02-09,"Denver, CO",1.83
2009-02-09,East Coast,1.926
2009-02-09,Florida,1.959
2009-02-09,Gulf Coast,1.85
2009-02-09,Lower Atlantic,1.897
2009-02-09,"Miami, FL",2.075
2009-02-09,Midwest,1.862
2009-02-09,Minnesota,1.922
2009-02-09,New England,1.975
2009-02-09,New York,2.062
2009-02-09,Ohio,1.806
2009-02-09,Rocky Mountain,1.78
2009-02-09,"Seattle, WA",2.149
2009-02-09,Texas,1.823
2009-02-09,U.S. Average,1.897
2009-02-09,Washington,2.141
2009-02-09,West Coast,2.14
2009-02-16,Central Atlantic,2.051
2009-02-16,"Cleveland, OH",1.947
2009-02-16,Colorado,1.861
2009-02-16,"Denver, CO",1.852
2009-02-16,East Coast,1.97
2009-02-16,Florida,2.004
2009-02-16,Gulf Coast,1.851
2009-02-16,Lower Atlantic,1.942
2009-02-16,"Miami, FL",2.106
2009-02-16,Midwest,1.898
2009-02-16,Minnesota,1.935
2009-02-16,New England,1.999
2009-02-16,New York,2.096
2009-02-16,Ohio,1.907
2009-02-16,Rocky Mountain,1.819
2009-02-16,"Seattle, WA",2.207
2009-02-16,Texas,1.825
2009-02-16,U.S. Average,1.931
2009-02-16,Washington,2.196
2009-02-16,West Coast,2.199
2009-02-23,Central Atlantic,2.028
2009-02-23,"Cleveland, OH",1.824
2009-02-23,Colorado,1.826
2009-02-23,"Denver, CO",1.818
2009-02-23,East Coast,1.924
2009-02-23,Florida,1.953
2009-02-23,Gulf Coast,1.796
2009-02-23,Lower Atlantic,1.887
2009-02-23,"Miami, FL",2.049
2009-02-23,Midwest,1.802
2009-02-23,Minnesota,1.845
2009-02-23,New England,1.974
2009-02-23,New York,2.077
2009-02-23,Ohio,1.792
2009-02-23,Rocky Mountain,1.801
2009-02-23,"Seattle, WA",2.182
2009-02-23,Texas,1.763
2009-02-23,U.S. Average,1.868
2009-02-23,Washington,2.177
2009-02-23,West Coast,2.186
2009-03-02,Central Atlantic,2.023
2009-03-02,"Cleveland, OH",1.873
2009-03-02,Colorado,1.794
2009-03-02,"Denver, CO",1.802
2009-03-02,East Coast,1.942
2009-03-02,Florida,1.956
2009-03-02,Gulf Coast,1.844
2009-03-02,Lower Atlantic,1.915
2009-03-02,"Miami, FL",2.075
2009-03-02,Midwest,1.88
2009-03-02,Minnesota,1.897
2009-03-02,New England,1.965
2009-03-02,New York,2.077
2009-03-02,Ohio,1.861
2009-03-02,Rocky Mountain,1.79
2009-03-02,"Seattle, WA",2.153
2009-03-02,Texas,1.809
2009-03-02,U.S. Average,1.91
2009-03-02,Washington,2.16
2009-03-02,West Coast,2.168
2009-03-09,Central Atlantic,2.014
2009-03-09,"Cleveland, OH",1.964
2009-03-09,Colorado,1.826
2009-03-09,"Denver, CO",1.818
2009-03-09,East Coast,1.936
2009-03-09,Florida,1.964
2009-03-09,Gulf Coast,1.834
2009-03-09,Lower Atlantic,1.91
2009-03-09,"Miami, FL",2.07
2009-03-09,Midwest,1.908
2009-03-09,Minnesota,1.887
2009-03-09,New England,1.964
2009-03-09,New York,2.068
2009-03-09,Ohio,1.96
2009-03-09,Rocky Mountain,1.814
2009-03-09,"Seattle, WA",2.155
2009-03-09,Texas,1.811
2009-03-09,U.S. Average,1.918
2009-03-09,Washington,2.151
2009-03-09,West Coast,2.151
2009-03-16,Central Atlantic,1.999
2009-03-16,"Cleveland, OH",1.84
2009-03-16,Colorado,1.821
2009-03-16,"Denver, CO",1.818
2009-03-16,East Coast,1.921
2009-03-16,Florida,1.952
2009-03-16,Gulf Coast,1.82
2009-03-16,Lower Atlantic,1.894
2009-03-16,"Miami, FL",2.052
2009-03-16,Midwest,1.849
2009-03-16,Minnesota,1.863
2009-03-16,New England,1.95
2009-03-16,New York,2.049
2009-03-16,Ohio,1.826
2009-03-16,Rocky Mountain,1.819
2009-03-16,"Seattle, WA",2.125
2009-03-16,Texas,1.8
2009-03-16,U.S. Average,1.885
2009-03-16,Washington,2.134
2009-03-16,West Coast,2.125
2009-03-23,Central Atlantic,2.023
2009-03-23,"Cleveland, OH",1.97
2009-03-23,Colorado,1.886
2009-03-23,"Denver, CO",1.876
2009-03-23,East Coast,1.95
2009-03-23,Florida,1.982
2009-03-23,Gulf Coast,1.878
2009-03-23,Lower Atlantic,1.926
2009-03-23,"Miami, FL",2.094
2009-03-23,Midwest,1.94
2009-03-23,Minnesota,1.946
2009-03-23,New England,1.97
2009-03-23,New York,2.09
2009-03-23,Ohio,1.958
2009-03-23,Rocky Mountain,1.864
2009-03-23,"Seattle, WA",2.144
2009-03-23,Texas,1.861
2009-03-23,U.S. Average,1.944
2009-03-23,Washington,2.167
2009-03-23,West Coast,2.137
2009-03-30,Central Atlantic,2.103
2009-03-30,"Cleveland, OH",2.05
2009-03-30,Colorado,1.98
2009-03-30,"Denver, CO",1.976
2009-03-30,East Coast,2.048
2009-03-30,Florida,2.063
2009-03-30,Gulf Coast,1.97
2009-03-30,Lower Atlantic,2.031
2009-03-30,"Miami, FL",2.154
2009-03-30,Midwest,2.022
2009-03-30,Minnesota,2.005
2009-03-30,New England,2.044
2009-03-30,New York,2.147
2009-03-30,Ohio,2.036
2009-03-30,Rocky Mountain,1.937
2009-03-30,"Seattle, WA",2.216
2009-03-30,Texas,1.959
2009-03-30,U.S. Average,2.03
2009-03-30,Washington,2.248
2009-03-30,West Coast,2.196
2009-04-06,Central Atlantic,2.108
2009-04-06,"Cleveland, OH",1.996
2009-04-06,Colorado,1.994
2009-04-06,"Denver, CO",1.977
2009-04-06,East Coast,2.044
2009-04-06,Florida,2.076
2009-04-06,Gulf Coast,1.955
2009-04-06,Lower Atlantic,2.024
2009-04-06,"Miami, FL",2.156
2009-04-06,Midwest,1.977
2009-04-06,Minnesota,1.988
2009-04-06,New England,2.039
2009-04-06,New York,2.15
2009-04-06,Ohio,1.966
2009-04-06,Rocky Mountain,1.964
2009-04-06,"Seattle, WA",2.274
2009-04-06,Texas,1.954
2009-04-06,U.S. Average,2.011
2009-04-06,Washington,2.293
2009-04-06,West Coast,2.213
2009-04-13,Central Atlantic,2.114
2009-04-13,"Cleveland, OH",1.995
2009-04-13,Colorado,2.005
2009-04-13,"Denver, CO",1.996
2009-04-13,East Coast,2.049
2009-04-13,Florida,2.091
2009-04-13,Gulf Coast,1.963
2009-04-13,Lower Atlantic,2.029
2009-04-13,"Miami, FL",2.167
2009-04-13,Midwest,1.996
2009-04-13,Minnesota,1.995
2009-04-13,New England,2.042
2009-04-13,New York,2.164
2009-04-13,Ohio,1.999
2009-04-13,Rocky Mountain,2.006
2009-04-13,"Seattle, WA",2.294
2009-04-13,Texas,1.965
2009-04-13,U.S. Average,2.025
2009-04-13,Washington,2.321
2009-04-13,West Coast,2.233
2009-04-20,Central Atlantic,2.129
2009-04-20,"Cleveland, OH",1.972
2009-04-20,Colorado,2.024
2009-04-20,"Denver, CO",2.015
2009-04-20,East Coast,2.056
2009-04-20,Florida,2.094
2009-04-20,Gulf Coast,1.971
2009-04-20,Lower Atlantic,2.031
2009-04-20,"Miami, FL",2.156
2009-04-20,Midwest,1.996
2009-04-20,Minnesota,2.009
2009-04-20,New England,2.082
2009-04-20,New York,2.194
2009-04-20,Ohio,1.977
2009-04-20,Rocky Mountain,2.048
2009-04-20,"Seattle, WA",2.301
2009-04-20,Texas,1.97
2009-04-20,U.S. Average,2.031
2009-04-20,Washington,2.33
2009-04-20,West Coast,2.24
2009-04-27,Central Atlantic,2.118
2009-04-27,"Cleveland, OH",1.99
2009-04-27,Colorado,2.041
2009-04-27,"Denver, CO",2.022
2009-04-27,East Coast,2.043
2009-04-27,Florida,2.074
2009-04-27,Gulf Coast,1.95
2009-04-27,Lower Atlantic,2.017
2009-04-27,"Miami, FL",2.155
2009-04-27,Midwest,1.975
2009-04-27,Minnesota,1.984
2009-04-27,New England,2.073
2009-04-27,New York,2.178
2009-04-27,Ohio,1.965
2009-04-27,Rocky Mountain,2.071
2009-04-27,"Seattle, WA",2.314
2009-04-27,Texas,1.95
2009-04-27,U.S. Average,2.016
2009-04-27,Washington,2.341
2009-04-27,West Coast,2.241
2009-05-04,Central Atlantic,2.132
2009-05-04,"Cleveland, OH",2.061
2009-05-04,Colorado,2.063
2009-05-04,"Denver, CO",2.041
2009-05-04,East Coast,2.047
2009-05-04,Florida,2.065
2009-05-04,Gulf Coast,1.96
2009-05-04,Lower Atlantic,2.016
2009-05-04,"Miami, FL",2.158
2009-05-04,Midwest,2.033
2009-05-04,Minnesota,2.028
2009-05-04,New England,2.097
2009-05-04,New York,2.206
2009-05-04,Ohio,2.07
2009-05-04,Rocky Mountain,2.094
2009-05-04,"Seattle, WA",2.319
2009-05-04,Texas,1.961
2009-05-04,U.S. Average,2.045
2009-05-04,Washington,2.362
2009-05-04,West Coast,2.264
2009-05-11,Central Atlantic,2.302
2009-05-11,"Cleveland, OH",2.29
2009-05-11,Colorado,2.196
2009-05-11,"Denver, CO",2.181
2009-05-11,East Coast,2.219
2009-05-11,Florida,2.232
2009-05-11,Gulf Coast,2.139
2009-05-11,Lower Atlantic,2.19
2009-05-11,"Miami, FL",2.298
2009-05-11,Midwest,2.233
2009-05-11,Minnesota,2.223
2009-05-11,New England,2.259
2009-05-11,New York,2.369
2009-05-11,Ohio,2.317
2009-05-11,Rocky Mountain,2.181
2009-05-11,"Seattle, WA",2.428
2009-05-11,Texas,2.143
2009-05-11,U.S. Average,2.218
2009-05-11,Washington,2.476
2009-05-11,West Coast,2.342
2009-05-18,Central Atlantic,2.376
2009-05-18,"Cleveland, OH",2.313
2009-05-18,Colorado,2.253
2009-05-18,"Denver, CO",2.238
2009-05-18,East Coast,2.302
2009-05-18,Florida,2.31
2009-05-18,Gulf Coast,2.221
2009-05-18,Lower Atlantic,2.277
2009-05-18,"Miami, FL",2.398
2009-05-18,Midwest,2.273
2009-05-18,Minnesota,2.282
2009-05-18,New England,2.329
2009-05-18,New York,2.435
2009-05-18,Ohio,2.324
2009-05-18,Rocky Mountain,2.24
2009-05-18,"Seattle, WA",2.499
2009-05-18,Texas,2.214
2009-05-18,U.S. Average,2.281
2009-05-18,Washington,2.53
2009-05-18,West Coast,2.401
2009-05-25,Central Atlantic,2.472
2009-05-25,"Cleveland, OH",2.513
2009-05-25,Colorado,2.383
2009-05-25,"Denver, CO",2.369
2009-05-25,East Coast,2.394
2009-05-25,Florida,2.388
2009-05-25,Gulf Coast,2.332
2009-05-25,Lower Atlantic,2.369
2009-05-25,"Miami, FL",2.504
2009-05-25,Midwest,2.454
2009-05-25,Minnesota,2.465
2009-05-25,New England,2.413
2009-05-25,New York,2.553
2009-05-25,Ohio,2.553
2009-05-25,Rocky Mountain,2.364
2009-05-25,"Seattle, WA",2.581
2009-05-25,Texas,2.337
2009-05-25,U.S. Average,2.414
2009-05-25,Washington,2.618
2009-05-25,West Coast,2.512
2009-06-01,Central Atlantic,2.541
2009-06-01,"Cleveland, OH",2.627
2009-06-01,Colorado,2.437
2009-06-01,"Denver, CO",2.425
2009-06-01,East Coast,2.461
2009-06-01,Florida,2.459
2009-06-01,Gulf Coast,2.397
2009-06-01,Lower Atlantic,2.433
2009-06-01,"Miami, FL",2.595
2009-06-01,Midwest,2.573
2009-06-01,Minnesota,2.569
2009-06-01,New England,2.508
2009-06-01,New York,2.615
2009-06-01,Ohio,2.627
2009-06-01,Rocky Mountain,2.423
2009-06-01,"Seattle, WA",2.645
2009-06-01,Texas,2.403
2009-06-01,U.S. Average,2.502
2009-06-01,Washington,2.695
2009-06-01,West Coast,2.595
2009-06-08,Central Atlantic,2.616
2009-06-08,"Cleveland, OH",2.81
2009-06-08,Colorado,2.509
2009-06-08,"Denver, CO",2.489
2009-06-08,East Coast,2.546
2009-06-08,Florida,2.564
2009-06-08,Gulf Coast,2.481
2009-06-08,Lower Atlantic,2.522
2009-06-08,"Miami, FL",2.652
2009-06-08,Midwest,2.689
2009-06-08,Minnesota,2.615
2009-06-08,New England,2.573
2009-06-08,New York,2.699
2009-06-08,Ohio,2.81
2009-06-08,Rocky Mountain,2.517
2009-06-08,"Seattle, WA",2.74
2009-06-08,Texas,2.479
2009-06-08,U.S. Average,2.6
2009-06-08,Washington,2.771
2009-06-08,West Coast,2.688
2009-06-15,Central Atlantic,2.695
2009-06-15,"Cleveland, OH",2.736
2009-06-15,Colorado,2.537
2009-06-15,"Denver, CO",2.52
2009-06-15,East Coast,2.623
2009-06-15,Florida,2.645
2009-06-15,Gulf Coast,2.543
2009-06-15,Lower Atlantic,2.599
2009-06-15,"Miami, FL",2.748
2009-06-15,Midwest,2.675
2009-06-15,Minnesota,2.601
2009-06-15,New England,2.649
2009-06-15,New York,2.758
2009-06-15,Ohio,2.715
2009-06-15,Rocky Mountain,2.573
2009-06-15,"Seattle, WA",2.818
2009-06-15,Texas,2.535
2009-06-15,U.S. Average,2.639
2009-06-15,Washington,2.86
2009-06-15,West Coast,2.781
2009-06-22,Central Atlantic,2.722
2009-06-22,"Cleveland, OH",2.667
2009-06-22,Colorado,2.546
2009-06-22,"Denver, CO",2.525
2009-06-22,East Coast,2.662
2009-06-22,Florida,2.688
2009-06-22,Gulf Coast,2.576
2009-06-22,Lower Atlantic,2.642
2009-06-22,"Miami, FL",2.787
2009-06-22,Midwest,2.645
2009-06-22,Minnesota,2.582
2009-06-22,New England,2.68
2009-06-22,New York,2.79
2009-06-22,Ohio,2.637
2009-06-22,Rocky Mountain,2.604
2009-06-22,"Seattle, WA",2.855
2009-06-22,Texas,2.565
2009-06-22,U.S. Average,2.65
2009-06-22,Washington,2.895
2009-06-22,West Coast,2.826
2009-06-29,Central Atlantic,2.699
2009-06-29,"Cleveland, OH",2.596
2009-06-29,Colorado,2.531
2009-06-29,"Denver, CO",2.502
2009-06-29,East Coast,2.629
2009-06-29,Florida,2.668
2009-06-29,Gulf Coast,2.529
2009-06-29,Lower Atlantic,2.605
2009-06-29,"Miami, FL",2.763
2009-06-29,Midwest,2.552
2009-06-29,Minnesota,2.485
2009-06-29,New England,2.664
2009-06-29,New York,2.777
2009-06-29,Ohio,2.553
2009-06-29,Rocky Mountain,2.602
2009-06-29,"Seattle, WA",2.82
2009-06-29,Texas,2.516
2009-06-29,U.S. Average,2.593
2009-06-29,Washington,2.857
2009-06-29,West Coast,2.8
2009-07-06,Central Atlantic,2.675
2009-07-06,"Cleveland, OH",2.585
2009-07-06,Colorado,2.513
2009-07-06,"Denver, CO",2.493
2009-07-06,East Coast,2.595
2009-07-06,Florida,2.634
2009-07-06,Gulf Coast,2.473
2009-07-06,Lower Atlantic,2.566
2009-07-06,"Miami, FL",2.727
2009-07-06,Midwest,2.529
2009-07-06,Minnesota,2.441
2009-07-06,New England,2.652
2009-07-06,New York,2.764
2009-07-06,Ohio,2.574
2009-07-06,Rocky Mountain,2.591
2009-07-06,"Seattle, WA",2.813
2009-07-06,Texas,2.451
2009-07-06,U.S. Average,2.563
2009-07-06,Washington,2.843
2009-07-06,West Coast,2.801
2009-07-13,Central Atlantic,2.613
2009-07-13,"Cleveland, OH",2.446
2009-07-13,Colorado,2.472
2009-07-13,"Denver, CO",2.458
2009-07-13,East Coast,2.525
2009-07-13,Florida,2.559
2009-07-13,Gulf Coast,2.402
2009-07-13,Lower Atlantic,2.493
2009-07-13,"Miami, FL",2.64
2009-07-13,Midwest,2.415
2009-07-13,Minnesota,2.352
2009-07-13,New England,2.602
2009-07-13,New York,2.721
2009-07-13,Ohio,2.425
2009-07-13,Rocky Mountain,2.564
2009-07-13,"Seattle, WA",2.754
2009-07-13,Texas,2.38
2009-07-13,U.S. Average,2.479
2009-07-13,Washington,2.774
2009-07-13,West Coast,2.746
2009-07-20,Central Atlantic,2.546
2009-07-20,"Cleveland, OH",2.346
2009-07-20,Colorado,2.435
2009-07-20,"Denver, CO",2.427
2009-07-20,East Coast,2.452
2009-07-20,Florida,2.484
2009-07-20,Gulf Coast,2.338
2009-07-20,Lower Atlantic,2.415
2009-07-20,"Miami, FL",2.584
2009-07-20,Midwest,2.341
2009-07-20,Minnesota,2.315
2009-07-20,New England,2.56
2009-07-20,New York,2.661
2009-07-20,Ohio,2.308
2009-07-20,Rocky Mountain,2.524
2009-07-20,"Seattle, WA",2.679
2009-07-20,Texas,2.327
2009-07-20,U.S. Average,2.411
2009-07-20,Washington,2.713
2009-07-20,West Coast,2.702
2009-07-27,Central Atlantic,2.56
2009-07-27,"Cleveland, OH",2.472
2009-07-27,Colorado,2.435
2009-07-27,"Denver, CO",2.417
2009-07-27,East Coast,2.463
2009-07-27,Florida,2.465
2009-07-27,Gulf Coast,2.373
2009-07-27,Lower Atlantic,2.427
2009-07-27,"Miami, FL",2.614
2009-07-27,Midwest,2.445
2009-07-27,Minnesota,2.463
2009-07-27,New England,2.546
2009-07-27,New York,2.646
2009-07-27,Ohio,2.477
2009-07-27,Rocky Mountain,2.501
2009-07-27,"Seattle, WA",2.673
2009-07-27,Texas,2.376
2009-07-27,U.S. Average,2.46
2009-07-27,Washington,2.728
2009-07-27,West Coast,2.703
2009-08-03,Central Atlantic,2.626
2009-08-03,"Cleveland, OH",2.509
2009-08-03,Colorado,2.459
2009-08-03,"Denver, CO",2.433
2009-08-03,East Coast,2.512
2009-08-03,Florida,2.508
2009-08-03,Gulf Coast,2.441
2009-08-03,Lower Atlantic,2.472
2009-08-03,"Miami, FL",2.641
2009-08-03,Midwest,2.497
2009-08-03,Minnesota,2.493
2009-08-03,New England,2.58
2009-08-03,New York,2.706
2009-08-03,Ohio,2.489
2009-08-03,Rocky Mountain,2.507
2009-08-03,"Seattle, WA",2.71
2009-08-03,Texas,2.45
2009-08-03,U.S. Average,2.511
2009-08-03,Washington,2.776
2009-08-03,West Coast,2.747
2009-08-10,Central Atlantic,2.698
2009-08-10,"Cleveland, OH",2.617
2009-08-10,Colorado,2.537
2009-08-10,"Denver, CO",2.511
2009-08-10,East Coast,2.598
2009-08-10,Florida,2.578
2009-08-10,Gulf Coast,2.534
2009-08-10,Lower Atlantic,2.562
2009-08-10,"Miami, FL",2.709
2009-08-10,Midwest,2.578
2009-08-10,Minnesota,2.565
2009-08-10,New England,2.657
2009-08-10,New York,2.758
2009-08-10,Ohio,2.601
2009-08-10,Rocky Mountain,2.574
2009-08-10,"Seattle, WA",2.828
2009-08-10,Texas,2.551
2009-08-10,U.S. Average,2.596
2009-08-10,Washington,2.873
2009-08-10,West Coast,2.835
2009-08-17,Central Atlantic,2.719
2009-08-17,"Cleveland, OH",2.552
2009-08-17,Colorado,2.54
2009-08-17,"Denver, CO",2.515
2009-08-17,East Coast,2.605
2009-08-17,Florida,2.608
2009-08-17,Gulf Coast,2.521
2009-08-17,Lower Atlantic,2.564
2009-08-17,"Miami, FL",2.698
2009-08-17,Midwest,2.533
2009-08-17,Minnesota,2.537
2009-08-17,New England,2.673
2009-08-17,New York,2.778
2009-08-17,Ohio,2.498
2009-08-17,Rocky Mountain,2.611
2009-08-17,"Seattle, WA",2.84
2009-08-17,Texas,2.545
2009-08-17,U.S. Average,2.58
2009-08-17,Washington,2.88
2009-08-17,West Coast,2.842
2009-08-24,Central Atlantic,2.714
2009-08-24,"Cleveland, OH",2.547
2009-08-24,Colorado,2.527
2009-08-24,"Denver, CO",2.511
2009-08-24,East Coast,2.595
2009-08-24,Florida,2.587
2009-08-24,Gulf Coast,2.493
2009-08-24,Lower Atlantic,2.552
2009-08-24,"Miami, FL",2.689
2009-08-24,Midwest,2.532
2009-08-24,Minnesota,2.494
2009-08-24,New England,2.669
2009-08-24,New York,2.772
2009-08-24,Ohio,2.532
2009-08-24,Rocky Mountain,2.616
2009-08-24,"Seattle, WA",2.839
2009-08-24,Texas,2.518
2009-08-24,U.S. Average,2.572
2009-08-24,Washington,2.88
2009-08-24,West Coast,2.84
2009-08-31,Central Atlantic,2.697
2009-08-31,"Cleveland, OH",2.525
2009-08-31,Colorado,2.511
2009-08-31,"Denver, CO",2.496
2009-08-31,East Coast,2.575
2009-08-31,Florida,2.571
2009-08-31,Gulf Coast,2.467
2009-08-31,Lower Atlantic,2.53
2009-08-31,"Miami, FL",2.688
2009-08-31,Midwest,2.508
2009-08-31,Minnesota,2.495
2009-08-31,New England,2.665
2009-08-31,New York,2.771
2009-08-31,Ohio,2.509
2009-08-31,Rocky Mountain,2.614
2009-08-31,"Seattle, WA",2.883
2009-08-31,Texas,2.482
2009-08-31,U.S. Average,2.553
2009-08-31,Washington,2.915
2009-08-31,West Coast,2.86
2009-09-07,Central Atlantic,2.683
2009-09-07,"Cleveland, OH",2.488
2009-09-07,Colorado,2.48
2009-09-07,"Denver, CO",2.475
2009-09-07,East Coast,2.557
2009-09-07,Florida,2.527
2009-09-07,Gulf Coast,2.42
2009-09-07,Lower Atlantic,2.51
2009-09-07,"Miami, FL",2.642
2009-09-07,Midwest,2.452
2009-09-07,Minnesota,2.452
2009-09-07,New England,2.662
2009-09-07,New York,2.768
2009-09-07,Ohio,2.411
2009-09-07,Rocky Mountain,2.595
2009-09-07,"Seattle, WA",2.925
2009-09-07,Texas,2.436
2009-09-07,U.S. Average,2.519
2009-09-07,Washington,2.947
2009-09-07,West Coast,2.884
2009-09-14,Central Atlantic,2.654
2009-09-14,"Cleveland, OH",2.472
2009-09-14,Colorado,2.458
2009-09-14,"Denver, CO",2.45
2009-09-14,East Coast,2.507
2009-09-14,Florida,2.489
2009-09-14,Gulf Coast,2.396
2009-09-14,Lower Atlantic,2.452
2009-09-14,"Miami, FL",2.607
2009-09-14,Midwest,2.451
2009-09-14,Minnesota,2.425
2009-09-14,New England,2.636
2009-09-14,New York,2.754
2009-09-14,Ohio,2.47
2009-09-14,Rocky Mountain,2.586
2009-09-14,"Seattle, WA",2.925
2009-09-14,Texas,2.414
2009-09-14,U.S. Average,2.499
2009-09-14,Washington,2.96
2009-09-14,West Coast,2.905
2009-09-21,Central Atlantic,2.613
2009-09-21,"Cleveland, OH",2.478
2009-09-21,Colorado,2.431
2009-09-21,"Denver, CO",2.414
2009-09-21,East Coast,2.471
2009-09-21,Florida,2.446
2009-09-21,Gulf Coast,2.374
2009-09-21,Lower Atlantic,2.416
2009-09-21,"Miami, FL",2.571
2009-09-21,Midwest,2.435
2009-09-21,Minnesota,2.443
2009-09-21,New England,2.623
2009-09-21,New York,2.727
2009-09-21,Ohio,2.471
2009-09-21,Rocky Mountain,2.57
2009-09-21,"Seattle, WA",2.926
2009-09-21,Texas,2.389
2009-09-21,U.S. Average,2.477
2009-09-21,Washington,2.959
2009-09-21,West Coast,2.896
2009-09-28,Central Atlantic,2.566
2009-09-28,"Cleveland, OH",2.4
2009-09-28,Colorado,2.401
2009-09-28,"Denver, CO",2.38
2009-09-28,East Coast,2.431
2009-09-28,Florida,2.412
2009-09-28,Gulf Coast,2.325
2009-09-28,Lower Atlantic,2.378
2009-09-28,"Miami, FL",2.517
